isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,content,text,title_norm
9780002261982,2261987,Spider's Web,a novel,charles osborneagatha christie,Detective and mystery stories,http://books.google.com/books/content?id=gA5GPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,a new christie for christmas a fulllength novel adapted from her acclaimed play by charles osborne following black coffee and the unexpected guest comes the final agatha christie play novelisation bringing her superb storytelling to a new legion of fans clarissa the wife of a foreign office diplomat is given to daydreaming supposing i were to come down one morning and find a dead body in the library what should i do she muses clarissa has her chance to find out when she discovers a body in the drawingroom of her house in kent desperate to dispose of the body before her husband comes home with an important foreign politician clarissa persuades her three house guests to become accessories and accomplices it seems that the murdered man was not unknown to certain members of the house party but which ones and the search begins for the murderer and the motive while at the same time trying to persuade a police inspector that there has been no murder at all spiders web was written in 1954 specifically for margaret lockwood and opened first at the theatre royal nottingham before moving to the savoy theatre in london on 14 december 1954 with the mousetrap and wi,20000,3.83,241.0,5164.0,Spider's Web a novel Detective and mystery stories a new christie for christmas a fulllength novel adapted from her acclaimed play by charles osborne following black coffee and the unexpected guest comes the final agatha christie play novelisation bringing her superb storytelling to a new legion of fans clarissa the wife of a foreign office diplomat is given to daydreaming supposing i were to come down one morning and find a dead body in the library what should i do she muses clarissa has her chance to find out when she discovers a body in the drawingroom of her house in kent desperate to dispose of the body before her husband comes home with an important foreign politician clarissa persuades her three house guests to become accessories and accomplices it seems that the murdered man was not unknown to certain members of the house party but which ones and the search begins for the murderer and the motive while at the same time trying to persuade a police inspector that there has been no murder at all spiders web was written in 1954 specifically for margaret lockwood and opened first at the theatre royal nottingham before moving to the savoy theatre in london on 14 december 1954 with the mousetrap and wi,Spider's Web a novel Detective and mystery stories a new christie for christmas a fulllength novel adapted from her acclaimed play by charles osborne following black coffee and the unexpected guest comes the final agatha christie play novelisation bringing her superb storytelling to a new legion of fans clarissa the wife of a foreign office diplomat is given to daydreaming supposing i were to come down one morning and find a dead body in the library what should i do she muses clarissa has her chance to find out when she discovers a body in the drawingroom of her house in kent desperate to dispose of the body before her husband comes home with an important foreign politician clarissa persuades her three house guests to become accessories and accomplices it seems that the murdered man was not unknown to certain members of the house party but which ones and the search begins for the murderer and the motive while at the same time trying to persuade a police inspector that there has been no murder at all spiders web was written in 1954 specifically for margaret lockwood and opened first at the theatre royal nottingham before moving to the savoy theatre in london on 14 december 1954 with the mousetrap and wi,Spider's Web
9780006380832,6380832,Empires of the Monsoon,a history of the indian ocean and its invaders,richard hall,"Africa, East",http://books.google.com/books/content?id=MuPEQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,until vasco da gama discovered the searoute to the east in 14979 almost nothing was known in the west of the exotic cultures and wealth of the indian ocean and its peoples it is this civilization and its destruction at the hands of the west that richard hall recreates in this book halls history of the exploration and exploitation by chinese and arab travellers and by the portuguese dutch and british alike is one of brutality betrayal and colonial ambition,19980,4.41,608.0,65.0,"Empires of the Monsoon a history of the indian ocean and its invaders Africa, East until vasco da gama discovered the searoute to the east in 14979 almost nothing was known in the west of the exotic cultures and wealth of the indian ocean and its peoples it is this civilization and its destruction at the hands of the west that richard hall recreates in this book halls history of the exploration and exploitation by chinese and arab travellers and by the portuguese dutch and british alike is one of brutality betrayal and colonial ambition","Empires of the Monsoon a history of the indian ocean and its invaders Africa, East until vasco da gama discovered the searoute to the east in 14979 almost nothing was known in the west of the exotic cultures and wealth of the indian ocean and its peoples it is this civilization and its destruction at the hands of the west that richard hall recreates in this book halls history of the exploration and exploitation by chinese and arab travellers and by the portuguese dutch and british alike is one of brutality betrayal and colonial ambition",Empires of the Monsoon
9780006470229,000647022X,The Gap Into Madness,chaos and order,stephen r donaldson,"Hyland, Morn (Fictitious character)",http://books.google.com/books/content?id=4oXavLNDWocC&printsec=frontcover&img=1&zoom=1&source=gbs_api,a newcover reissue of the fourth book in the bestselling fivevolume sf series created by the worldfamous author of the thomas covenant chronicles and acclaimed as the best work of his career events were not moving as the amnion had intended once again humans had been false in their dealings with the aliens as the planetoid thanatos minor exploded into atoms the trumpet hurtled into space only one step ahead of hostile pursuers on board were morn hyland and her forcegrown son davies cyborg angus thermopyle and captain nick succorso old enemies thrown together in a desperate bid for survival for both the amnion and the umcp the immediate capture of the fleeing ship and the secrets it contained was imperative but for trumpets exhausted crew the only hope lay in an illegal lab in the distant binary solar system of valdor industrial it would be a journey of unpredictable danger from which not all would return,19940,4.15,743.0,103.0,"The Gap Into Madness chaos and order Hyland, Morn (Fictitious character) a newcover reissue of the fourth book in the bestselling fivevolume sf series created by the worldfamous author of the thomas covenant chronicles and acclaimed as the best work of his career events were not moving as the amnion had intended once again humans had been false in their dealings with the aliens as the planetoid thanatos minor exploded into atoms the trumpet hurtled into space only one step ahead of hostile pursuers on board were morn hyland and her forcegrown son davies cyborg angus thermopyle and captain nick succorso old enemies thrown together in a desperate bid for survival for both the amnion and the umcp the immediate capture of the fleeing ship and the secrets it contained was imperative but for trumpets exhausted crew the only hope lay in an illegal lab in the distant binary solar system of valdor industrial it would be a journey of unpredictable danger from which not all would return","The Gap Into Madness chaos and order Hyland, Morn (Fictitious character) a newcover reissue of the fourth book in the bestselling fivevolume sf series created by the worldfamous author of the thomas covenant chronicles and acclaimed as the best work of his career events were not moving as the amnion had intended once again humans had been false in their dealings with the aliens as the planetoid thanatos minor exploded into atoms the trumpet hurtled into space only one step ahead of hostile pursuers on board were morn hyland and her forcegrown son davies cyborg angus thermopyle and captain nick succorso old enemies thrown together in a desperate bid for survival for both the amnion and the umcp the immediate capture of the fleeing ship and the secrets it contained was imperative but for trumpets exhausted crew the only hope lay in an illegal lab in the distant binary solar system of valdor industrial it would be a journey of unpredictable danger from which not all would return",The Gap Into Madness
9780006499626,6499627,Miss Marple,the complete short stories,agatha christie,"Detective and mystery stories, English",http://books.google.com/books/content?id=a96qPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,miss marple featured in 20 short stories published in a number of different collections in britain and america presented here in their order of publication miss marple uses her unique insight to deduce the truth about a series of unsolved crimes,19970,4.2,359.0,6235.0,"Miss Marple the complete short stories Detective and mystery stories, English miss marple featured in 20 short stories published in a number of different collections in britain and america presented here in their order of publication miss marple uses her unique insight to deduce the truth about a series of unsolved crimes","Miss Marple the complete short stories Detective and mystery stories, English miss marple featured in 20 short stories published in a number of different collections in britain and america presented here in their order of publication miss marple uses her unique insight to deduce the truth about a series of unsolved crimes",Miss Marple
9780006551812,6551815,Tis,a memoir,frank mccourt,Ireland,http://books.google.com/books/content?id=Q3BhQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,from the pulizer prizewinning author of the 1 new york times bestseller angelas ashes frank mccourts glorious childhood memoir angelas ashes has been loved and celebrated by readers everywhere it won the national book critics circle award the los angeles times book award and the pulitzer prize rarely has a book so swiftly found its place on the literary landscape and now we have tis the story of franks american journey from impoverished immigrant to brilliant teacher and raconteur frank lands in new york at age nineteen and gets a job at the biltmore hotel where he immediately encounters the vivid hierarchies of this classless country and then is drafted into the army and is sent to germany to train dogs and type reports it is franks incomparable voice that renders these experiences spellbinding when frank returns to america in 1953 he works on the docks always resisting what everyone tells him he knows that he should be getting an education and though he left school at fourteen he talks his way into new york university there he falls in love with the quintessential yankee and tries to live his dream but it is not until he starts to teach that frank finds his place in the world,20000,3.68,495.0,44179.0,Tis a memoir Ireland from the pulizer prizewinning author of the 1 new york times bestseller angelas ashes frank mccourts glorious childhood memoir angelas ashes has been loved and celebrated by readers everywhere it won the national book critics circle award the los angeles times book award and the pulitzer prize rarely has a book so swiftly found its place on the literary landscape and now we have tis the story of franks american journey from impoverished immigrant to brilliant teacher and raconteur frank lands in new york at age nineteen and gets a job at the biltmore hotel where he immediately encounters the vivid hierarchies of this classless country and then is drafted into the army and is sent to germany to train dogs and type reports it is franks incomparable voice that renders these experiences spellbinding when frank returns to america in 1953 he works on the docks always resisting what everyone tells him he knows that he should be getting an education and though he left school at fourteen he talks his way into new york university there he falls in love with the quintessential yankee and tries to live his dream but it is not until he starts to teach that frank finds his place in the world,Tis a memoir Ireland from the pulizer prizewinning author of the 1 new york times bestseller angelas ashes frank mccourts glorious childhood memoir angelas ashes has been loved and celebrated by readers everywhere it won the national book critics circle award the los angeles times book award and the pulitzer prize rarely has a book so swiftly found its place on the literary landscape and now we have tis the story of franks american journey from impoverished immigrant to brilliant teacher and raconteur frank lands in new york at age nineteen and gets a job at the biltmore hotel where he immediately encounters the vivid hierarchies of this classless country and then is drafted into the army and is sent to germany to train dogs and type reports it is franks incomparable voice that renders these experiences spellbinding when frank returns to america in 1953 he works on the docks always resisting what everyone tells him he knows that he should be getting an education and though he left school at fourteen he talks his way into new york university there he falls in love with the quintessential yankee and tries to live his dream but it is not until he starts to teach that frank finds his place in the world,Tis
9780006754893,6754899,A Small Pinch of Weather,and other stories,joan aiken,"Children's stories, English",http://books.google.com/books/content?id=QiFhOBpYZoYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,a magical and fantastic collection of early stories by one of the most original childrens authors of the 20th century for 811 year olds,20000,4.27,239.0,116.0,"A Small Pinch of Weather and other stories Children's stories, English a magical and fantastic collection of early stories by one of the most original childrens authors of the 20th century for 811 year olds","A Small Pinch of Weather and other stories Children's stories, English a magical and fantastic collection of early stories by one of the most original childrens authors of the 20th century for 811 year olds",A Small Pinch of Weather
9780007105045,7105045,Tree and Leaf,the homecoming of beorhtnoth beorhthelms son,john ronald reuel tolkien,Literary Collections,http://books.google.com/books/content?id=aPb_AAIcwZ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,the two works on fairystories and leaf by niggle were first brought together to form the book tree and leaf in 1964 in this new edition a third element is added the poem mythopoeia the making of mythspreface,20010,4.09,176.0,2245.0,Tree and Leaf the homecoming of beorhtnoth beorhthelms son Literary Collections the two works on fairystories and leaf by niggle were first brought together to form the book tree and leaf in 1964 in this new edition a third element is added the poem mythopoeia the making of mythspreface,Tree and Leaf the homecoming of beorhtnoth beorhthelms son Literary Collections the two works on fairystories and leaf by niggle were first brought together to form the book tree and leaf in 1964 in this new edition a third element is added the poem mythopoeia the making of mythspreface,Tree and Leaf
9780007116263,7116268,"The Lord of the Rings, the Return of the King",visual companion,jude fisher,Imaginary wars and battles,http://books.google.com/books/content?id=kNBnQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,a visual guide to the third in the lord of the rings movie trilogy a largeformat fullcolour guide to the characters places landscapes artefacts battles and costumes as seen in the film it features images informative text and specially commissioned extras,20030,4.59,72.0,22.0,"The Lord of the Rings, the Return of the King visual companion Imaginary wars and battles a visual guide to the third in the lord of the rings movie trilogy a largeformat fullcolour guide to the characters places landscapes artefacts battles and costumes as seen in the film it features images informative text and specially commissioned extras","The Lord of the Rings, the Return of the King visual companion Imaginary wars and battles a visual guide to the third in the lord of the rings movie trilogy a largeformat fullcolour guide to the characters places landscapes artefacts battles and costumes as seen in the film it features images informative text and specially commissioned extras","The Lord of the Rings, the Return of the King"
9780007135653,7135653,The Lord of the Rings,the art of the return of the king,gary russell,Characters and characteristics in motion pictures,http://books.google.com/books/content?id=oEZ6AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,with complete access to artwork created over a fiveyear period this guide illustrates the creative development of the return of the king it contains over 600 images from the earliest pencil sketches and conceptual drawings to magnificent paintings sculptures and digital imagery that shaped the look of the film contributing artists include john howe and alan lee artists who have inspired peter jacksons vision of middleearth and worked with him to bring the trilogy to the big screen peter jackson himself provides the afterword in which he discusses the importance of the conceptual art to the film it covers most aspects of the eagerly awaited finale to the enormously successful trilogy from locations and costumes to weaponry and creatures the artists who created all of these diverse elements explain how they contributed to the development of the film,20040,4.54,224.0,28.0,The Lord of the Rings the art of the return of the king Characters and characteristics in motion pictures with complete access to artwork created over a fiveyear period this guide illustrates the creative development of the return of the king it contains over 600 images from the earliest pencil sketches and conceptual drawings to magnificent paintings sculptures and digital imagery that shaped the look of the film contributing artists include john howe and alan lee artists who have inspired peter jacksons vision of middleearth and worked with him to bring the trilogy to the big screen peter jackson himself provides the afterword in which he discusses the importance of the conceptual art to the film it covers most aspects of the eagerly awaited finale to the enormously successful trilogy from locations and costumes to weaponry and creatures the artists who created all of these diverse elements explain how they contributed to the development of the film,The Lord of the Rings the art of the return of the king Characters and characteristics in motion pictures with complete access to artwork created over a fiveyear period this guide illustrates the creative development of the return of the king it contains over 600 images from the earliest pencil sketches and conceptual drawings to magnificent paintings sculptures and digital imagery that shaped the look of the film contributing artists include john howe and alan lee artists who have inspired peter jacksons vision of middleearth and worked with him to bring the trilogy to the big screen peter jackson himself provides the afterword in which he discusses the importance of the conceptual art to the film it covers most aspects of the eagerly awaited finale to the enormously successful trilogy from locations and costumes to weaponry and creatures the artists who created all of these diverse elements explain how they contributed to the development of the film,The Lord of the Rings
9780007137336,7137338,Lirael,daughter of the clayr,garth nix,Fantasy fiction,http://books.google.com/books/content?id=sDzU8TpKvQAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,when a dangerous necromancer threatens to unleash a longburied evil lirael and prince sameth are drawn into a battle to save the old kingdom and reveal their true destinies suggested level secondary,20040,4.3,527.0,1339.0,Lirael daughter of the clayr Fantasy fiction when a dangerous necromancer threatens to unleash a longburied evil lirael and prince sameth are drawn into a battle to save the old kingdom and reveal their true destinies suggested level secondary,Lirael daughter of the clayr Fantasy fiction when a dangerous necromancer threatens to unleash a longburied evil lirael and prince sameth are drawn into a battle to save the old kingdom and reveal their true destinies suggested level secondary,Lirael
9780007149612,7149611,Breaking Open the Head,a visionary journey from cynicism to shamanism,daniel pinchbeck,Hallucinogenic drugs,http://books.google.com/books/content?id=QIMaviqqoQoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,a new the doors of perception for the 21st century a visionary journey from cynicism to shamanism by a brilliant young us writer,20040,4.06,336.0,46.0,Breaking Open the Head a visionary journey from cynicism to shamanism Hallucinogenic drugs a new the doors of perception for the 21st century a visionary journey from cynicism to shamanism by a brilliant young us writer,Breaking Open the Head a visionary journey from cynicism to shamanism Hallucinogenic drugs a new the doors of perception for the 21st century a visionary journey from cynicism to shamanism by a brilliant young us writer,Breaking Open the Head
9780007149827,7149824,The Yiddish Policemen's Union,a novel,michael chabon,Fiction,http://books.google.com/books/content?id=-reD1g77BfsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,for sixty years jewish refugees and their descendants have prospered in the federal district of sitka a temporary safe haven created in the wake of revelations of the holocaust and the shocking 1948 collapse of the fledgling state of israel proud grateful and longing to be american the jews of the sitka district have created their own little world in the alaskan panhandle a vibrant gritty soulful and complex frontier city that moves to the music of yiddish for sixty years they have been left alone neglected and halfforgotten in a backwater of history now the district is set to revert to alaskan control and their dream is coming to an end once again the tides of history threaten to sweep them up and carry them off into the unknown but homicide detective meyer landsman of the district police has enough problems without worrying about the upcoming reversion his life is a shambles his marriage a wreck his career a disaster he and his halftlingit partner berko shemets cant catch a break in any of their outstanding cases landsmans new supervisor is the love of his lifeand also his worst nightmare and in the cheap hotel where he has washed up someone has just committed a murderright under landsmans nose out of habit obligation and a mysterious sense that it somehow offers him a shot at redeeming himself landsman begins to investigate the killing of his neighbor a former chess prodigy but when word comes down from on high that the case is to be dropped immediately landsman soon finds himself contending with all the powerful forces of faith obsession hopefulness evil and salvation that are his heritageand with the unfinished business of his marriage to bina gelbfish the one person who understands his darkest fears at once a gripping whodunit a love story an homage to 1940s noir and an exploration of the mysteries of exile and redemption the yiddish policemens union is a novel only michael chabon could have written,20070,3.7,414.0,51219.0,The Yiddish Policemen's Union a novel Fiction for sixty years jewish refugees and their descendants have prospered in the federal district of sitka a temporary safe haven created in the wake of revelations of the holocaust and the shocking 1948 collapse of the fledgling state of israel proud grateful and longing to be american the jews of the sitka district have created their own little world in the alaskan panhandle a vibrant gritty soulful and complex frontier city that moves to the music of yiddish for sixty years they have been left alone neglected and halfforgotten in a backwater of history now the district is set to revert to alaskan control and their dream is coming to an end once again the tides of history threaten to sweep them up and carry them off into the unknown but homicide detective meyer landsman of the district police has enough problems without worrying about the upcoming reversion his life is a shambles his marriage a wreck his career a disaster he and his halftlingit partner berko shemets cant catch a break in any of their outstanding cases landsmans new supervisor is the love of his lifeand also his worst nightmare and in the cheap hotel where he has washed up someone has just committed a murderright under landsmans nose out of habit obligation and a mysterious sense that it somehow offers him a shot at redeeming himself landsman begins to investigate the killing of his neighbor a former chess prodigy but when word comes down from on high that the case is to be dropped immediately landsman soon finds himself contending with all the powerful forces of faith obsession hopefulness evil and salvation that are his heritageand with the unfinished business of his marriage to bina gelbfish the one person who understands his darkest fears at once a gripping whodunit a love story an homage to 1940s noir and an exploration of the mysteries of exile and redemption the yiddish policemens union is a novel only michael chabon could have written,The Yiddish Policemen's Union a novel Fiction for sixty years jewish refugees and their descendants have prospered in the federal district of sitka a temporary safe haven created in the wake of revelations of the holocaust and the shocking 1948 collapse of the fledgling state of israel proud grateful and longing to be american the jews of the sitka district have created their own little world in the alaskan panhandle a vibrant gritty soulful and complex frontier city that moves to the music of yiddish for sixty years they have been left alone neglected and halfforgotten in a backwater of history now the district is set to revert to alaskan control and their dream is coming to an end once again the tides of history threaten to sweep them up and carry them off into the unknown but homicide detective meyer landsman of the district police has enough problems without worrying about the upcoming reversion his life is a shambles his marriage a wreck his career a disaster he and his halftlingit partner berko shemets cant catch a break in any of their outstanding cases landsmans new supervisor is the love of his lifeand also his worst nightmare and in the cheap hotel where he has washed up someone has just committed a murderright under landsmans nose out of habit obligation and a mysterious sense that it somehow offers him a shot at redeeming himself landsman begins to investigate the killing of his neighbor a former chess prodigy but when word comes down from on high that the case is to be dropped immediately landsman soon finds himself contending with all the powerful forces of faith obsession hopefulness evil and salvation that are his heritageand with the unfinished business of his marriage to bina gelbfish the one person who understands his darkest fears at once a gripping whodunit a love story an homage to 1940s noir and an exploration of the mysteries of exile and redemption the yiddish policemens union is a novel only michael chabon could have written,The Yiddish Policemen's Union
9780007171996,7171994,The Return of the King,being the third part of the lord of the rings,j r r tolkien,"Baggins, Frodo (Fictitious character)",http://books.google.com/books/content?id=PI9zPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,the greatest fantasy epic of our time while the evil might of the dark lord sauron swarmed out to conquer all middleearth frodo and sam struggled deep into mordor seat of saurons power to defeat the dark lord the accursed ring of power had to be destroyed in the fires of mount doom but the way was impossibly hard and frodo was weakening weighed down by the compulsion of the ring he began finally to despair the awesome conclusion of jrr tolkiens the lord of the rings beloved by millions of readers around the world,20030,4.52,554.0,253.0,"The Return of the King being the third part of the lord of the rings Baggins, Frodo (Fictitious character) the greatest fantasy epic of our time while the evil might of the dark lord sauron swarmed out to conquer all middleearth frodo and sam struggled deep into mordor seat of saurons power to defeat the dark lord the accursed ring of power had to be destroyed in the fires of mount doom but the way was impossibly hard and frodo was weakening weighed down by the compulsion of the ring he began finally to despair the awesome conclusion of jrr tolkiens the lord of the rings beloved by millions of readers around the world","The Return of the King being the third part of the lord of the rings Baggins, Frodo (Fictitious character) the greatest fantasy epic of our time while the evil might of the dark lord sauron swarmed out to conquer all middleearth frodo and sam struggled deep into mordor seat of saurons power to defeat the dark lord the accursed ring of power had to be destroyed in the fires of mount doom but the way was impossibly hard and frodo was weakening weighed down by the compulsion of the ring he began finally to despair the awesome conclusion of jrr tolkiens the lord of the rings beloved by millions of readers around the world",The Return of the King
9780007190683,7190689,Poirot,the complete ariadne oliver,agatha christie,Authors,http://books.google.com/books/content?id=lbOOJGLxM9MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,the final poirot omnibus featuring the last four appearances of the detectives sidekick the sleuthing crime novelist ariadne oliver third girl halloween party elephants can remember and the pale horse poirot and mrs oliver continue their sleuthing in the 1960s in four uncharacteristically modern novels with an added twist of dangerthird girl poirot finally admits he is growing old as a perplexed girl thinks she may have killed someone here christie dragged poirot into the swinging 60s and effectively squared him up against a world featuring sex drugs and hippies halloween party a teenage murder witness is drowned in a tub of apples this was only the second time christie wrote about the death of a child and is all the more engrossing for it elephants can remember an old husband and wife double murder has never been solved until now this was the very last poirot story that agatha christie wrote and garnered good reviews the pale horse a priests death leads to sinister goingson in an old country inn this bonus novel featured mrs oliver for once without poirot and was one of christies darkest stories blending witchcraft and murder,20050,4.2,727.0,83.0,Poirot the complete ariadne oliver Authors the final poirot omnibus featuring the last four appearances of the detectives sidekick the sleuthing crime novelist ariadne oliver third girl halloween party elephants can remember and the pale horse poirot and mrs oliver continue their sleuthing in the 1960s in four uncharacteristically modern novels with an added twist of dangerthird girl poirot finally admits he is growing old as a perplexed girl thinks she may have killed someone here christie dragged poirot into the swinging 60s and effectively squared him up against a world featuring sex drugs and hippies halloween party a teenage murder witness is drowned in a tub of apples this was only the second time christie wrote about the death of a child and is all the more engrossing for it elephants can remember an old husband and wife double murder has never been solved until now this was the very last poirot story that agatha christie wrote and garnered good reviews the pale horse a priests death leads to sinister goingson in an old country inn this bonus novel featured mrs oliver for once without poirot and was one of christies darkest stories blending witchcraft and murder,Poirot the complete ariadne oliver Authors the final poirot omnibus featuring the last four appearances of the detectives sidekick the sleuthing crime novelist ariadne oliver third girl halloween party elephants can remember and the pale horse poirot and mrs oliver continue their sleuthing in the 1960s in four uncharacteristically modern novels with an added twist of dangerthird girl poirot finally admits he is growing old as a perplexed girl thinks she may have killed someone here christie dragged poirot into the swinging 60s and effectively squared him up against a world featuring sex drugs and hippies halloween party a teenage murder witness is drowned in a tub of apples this was only the second time christie wrote about the death of a child and is all the more engrossing for it elephants can remember an old husband and wife double murder has never been solved until now this was the very last poirot story that agatha christie wrote and garnered good reviews the pale horse a priests death leads to sinister goingson in an old country inn this bonus novel featured mrs oliver for once without poirot and was one of christies darkest stories blending witchcraft and murder,Poirot
9780007195718,7195710,Discover Your Destiny with the Monk Who Sold His Ferrari,the 7 stages of selfawakening,robin sharma,Conduct of life,http://books.google.com/books/content?id=4hVbNc8rRfEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,a potent pathway to selfawakening that will help you to live your greatest life and claim the happiness prosperity and inner peace that you deserve from the author of the international bestseller the monk who sold his ferrari,20040,3.9,240.0,1956.0,Discover Your Destiny with the Monk Who Sold His Ferrari the 7 stages of selfawakening Conduct of life a potent pathway to selfawakening that will help you to live your greatest life and claim the happiness prosperity and inner peace that you deserve from the author of the international bestseller the monk who sold his ferrari,Discover Your Destiny with the Monk Who Sold His Ferrari the 7 stages of selfawakening Conduct of life a potent pathway to selfawakening that will help you to live your greatest life and claim the happiness prosperity and inner peace that you deserve from the author of the international bestseller the monk who sold his ferrari,Discover Your Destiny with the Monk Who Sold His Ferrari
9780007204441,7204442,Naked Lunch,the restored text,william s burroughs,Alienation (Social psychology),http://books.google.com/books/content?id=1B36S7t4k5AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,the anarchic phenomenally strongselling classic from the godfather of the beats revitalised with a cool new jacket welcome to interzonesay hello to bradley the buyer the best narcotics agent in the business attend international playboy ajs annual party where the punch is to be treated with extreme caution meet dr fingers schafer the lobotomy kid and his giant centipede the complete american deanxietized man and enter the dark and infernal mind of bill lee as he pursues his daily quest for the ultimate merchandiseprovocative influential morbidly fascinating naked lunch is an apocalyptic ride through the darker recesses of the human psyche,20050,3.44,289.0,478.0,Naked Lunch the restored text Alienation (Social psychology) the anarchic phenomenally strongselling classic from the godfather of the beats revitalised with a cool new jacket welcome to interzonesay hello to bradley the buyer the best narcotics agent in the business attend international playboy ajs annual party where the punch is to be treated with extreme caution meet dr fingers schafer the lobotomy kid and his giant centipede the complete american deanxietized man and enter the dark and infernal mind of bill lee as he pursues his daily quest for the ultimate merchandiseprovocative influential morbidly fascinating naked lunch is an apocalyptic ride through the darker recesses of the human psyche,Naked Lunch the restored text Alienation (Social psychology) the anarchic phenomenally strongselling classic from the godfather of the beats revitalised with a cool new jacket welcome to interzonesay hello to bradley the buyer the best narcotics agent in the business attend international playboy ajs annual party where the punch is to be treated with extreme caution meet dr fingers schafer the lobotomy kid and his giant centipede the complete american deanxietized man and enter the dark and infernal mind of bill lee as he pursues his daily quest for the ultimate merchandiseprovocative influential morbidly fascinating naked lunch is an apocalyptic ride through the darker recesses of the human psyche,Naked Lunch
9780007205585,7205589,Close Range,brokeback mountain and other stories,annie proulx,Cowboys,http://books.google.com/books/content?id=f-zI3bgDiCAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,the title story in this collection of shorts now a film from ang lee,20060,3.99,318.0,466.0,Close Range brokeback mountain and other stories Cowboys the title story in this collection of shorts now a film from ang lee,Close Range brokeback mountain and other stories Cowboys the title story in this collection of shorts now a film from ang lee,Close Range
9780020199854,20199856,The Love of the Last Tycoon,the authorized text,f scott fitzgerald,Fiction,http://books.google.com/books/content?id=3EDbEHca_k8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,depicts the innerworkings of the hollywood movie industry and its impact on the fabric of american life,19940,3.65,169.0,6836.0,The Love of the Last Tycoon the authorized text Fiction depicts the innerworkings of the hollywood movie industry and its impact on the fabric of american life,The Love of the Last Tycoon the authorized text Fiction depicts the innerworkings of the hollywood movie industry and its impact on the fabric of american life,The Love of the Last Tycoon
9780020264736,20264739,The Song of Rhiannon,the third branch of the mabinogion,evangeline walton,Fiction,,a retelling of the mabinogion in novel form manawydon finally unites with rhiannon an aspect of the goddess but his happiness is shaken by the appearance of the gray man who seeks vengeance against the living and especially against one who would claim the goddess,19920,4.02,208.0,247.0,The Song of Rhiannon the third branch of the mabinogion Fiction a retelling of the mabinogion in novel form manawydon finally unites with rhiannon an aspect of the goddess but his happiness is shaken by the appearance of the gray man who seeks vengeance against the living and especially against one who would claim the goddess,The Song of Rhiannon the third branch of the mabinogion Fiction a retelling of the mabinogion in novel form manawydon finally unites with rhiannon an aspect of the goddess but his happiness is shaken by the appearance of the gray man who seeks vengeance against the living and especially against one who would claim the goddess,The Song of Rhiannon
9780029131695,29131693,Tyranny of the Majority,funamental fairness in representative democracy,lani guinier,History,http://books.google.com/books/content?id=aRF7XdcCLq0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,at lastthe public hearing she was deniedthese essays reveal keen powers of analysis applied to some of the most obdurate problems that bedevil electoral politics anyone who cares about the mechanisms of democracy should be engaged by her toughminded explorations it doesnt matter where you think you stand its all here to argue or agree with henry louis gates jr lani guiniers fascinating book is a prophetic intervention into a public conversation we desperately need to rejuvenate there is no doubt that her powerful voice will produce good consequences for our nation and world cornel west author of race matters intriguing and desperately needed the san francisco chronicle,19950,3.82,352.0,39.0,Tyranny of the Majority funamental fairness in representative democracy History at lastthe public hearing she was deniedthese essays reveal keen powers of analysis applied to some of the most obdurate problems that bedevil electoral politics anyone who cares about the mechanisms of democracy should be engaged by her toughminded explorations it doesnt matter where you think you stand its all here to argue or agree with henry louis gates jr lani guiniers fascinating book is a prophetic intervention into a public conversation we desperately need to rejuvenate there is no doubt that her powerful voice will produce good consequences for our nation and world cornel west author of race matters intriguing and desperately needed the san francisco chronicle,Tyranny of the Majority funamental fairness in representative democracy History at lastthe public hearing she was deniedthese essays reveal keen powers of analysis applied to some of the most obdurate problems that bedevil electoral politics anyone who cares about the mechanisms of democracy should be engaged by her toughminded explorations it doesnt matter where you think you stand its all here to argue or agree with henry louis gates jr lani guiniers fascinating book is a prophetic intervention into a public conversation we desperately need to rejuvenate there is no doubt that her powerful voice will produce good consequences for our nation and world cornel west author of race matters intriguing and desperately needed the san francisco chronicle,Tyranny of the Majority
